      7.75,      9.50,     11.50,     11.50,      0.00,      3.00,      1.00,      4.00
      0.00,      0.00,     11.50,     13.25,      1.75,      3.00,     -4.00,      4.00
     14.75,     14.75,     12.25,     15.00,      1.00,      2.25,     -2.00,      3.00
      9.50,     10.50,     15.75,     15.75,      0.00,      1.50,     -1.00,      3.00
     14.75,     14.75,      0.00,      4.00,      2.00,      2.75,     -2.00,      2.00
      5.75,      5.75,      0.00,      1.00,      0.00,      2.00,      0.00,      2.00
      0.00,      0.00,      3.75,      5.50,      1.00,      2.50,     -4.00,      0.00
      5.75,      7.25,      6.75,      6.75,      0.00,      3.00,      1.00,      2.00
      9.50,      9.50,      6.75,      9.00,      1.00,      2.50,      1.00,      3.00
