7.75,9.5,11.5,11.5,0.0,3.0,1,4
0.0,0.0,13.0,14.75,1.0,2.25,-4,4
14.75,14.75,13.0,15.75,1.0,2.25,-2,3
9.5,10.5,15.75,15.75,0.75,2.25,-1,3
14.75,14.75,0.0,4.0,2.25,3.0,-2,2
5.75,5.75,0.0,1.0,0.0,2.0,0,2
0.0,0.0,3.75,5.5,1.0,2.5,-4,0
5.75,7.25,6.75,6.75,0.0,3.0,1,2
9.5,9.5,6.75,9.0,1.0,2.5,1,3
